PERSON,COUNTRY,SITE,SAMPLE,Lat,Long,WTD,pH,AMP WRI,ARC ARE,ARC DIS,ARC GIB,ARC HEM,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,QUA SYM,SPHENO,TRA DEN,TRI ARC
Lamentowicz,Poland,S?owi?skie B?oto,S?10,54.3624,16.4815,11,3.1,0,0,29,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,18.1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-4,62.785,30.9481,11,4.4,0,8.8,0,0,0,0,16.8,0,2.4,0,0,0,0,0,0,0,0,15.2,0,0,0,12,0,0.8,6.4,0.8,1.6,0,0,10.4,17.6,0,0,0,0,0,0,0,0,0,0,5.6,1.6,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-16,62.785,30.9481,11,4.4,0,4.8,0,0,0,0,9.2,0,3.2,4.4,0.8,0,0,0,2,0,0,12.8,0,0,0,16,0,0,6.4,2.8,4,0,0,8,8.8,0,0,0,0,1.6,0,0,7.2,0,0,8,0,0,0,0,0
Charman,England,Butterburn Flow,GB 2,55.0759,-2.5124,11,4.1,32.5,0,0,0,0,0,4.6,0,12.6,1.3,0.7,0.7,0,0,11.9,4.6,0,3.3,0,0,0,0,7.3,1.3,3.3,0.7,2,0,3.3,0,0,0,6.6,0,0,0,0,0,0,0.7,0,0,0,0,0,0,2.6
Payne,Scotland,Moss of Achnacree,MAC32,56.4517,-5.393,11.5,5.4,0,0,0,0,0,0,0,0,39.5,0,0,0,1.2,0,0,0,0,2.5,0,0,0,0,0,0,4.9,0,13.6,0,0,0,1.2,0,0,0,0,2.5,0,0,33.3,0,0,0,1.2,0,0,0,0
Lamentowicz,Switzerland,Lej Marsch,62,46.4753,9.8197,11.5,4.1,0,0,0,0,0,0,0,0,35.3,0,0,1.6,32.1,0,0.5,0,0,0.5,0,0,0,0,0,0,11.6,2.6,1.6,0,0.5,0,0,0,0,0,0,0,0,6.3,4.2,0,0,0,0,0,1.1,2.1,0
Lamentowicz,Poland,Jedwabna,JB10,52.6144,19.1039,12,4.3,0,23.8,0,0,0,0,0,0,31.5,3,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,2.4,4.2,1.2,0.6,0,0,0,0,0,0,0,0.6,0,0,28,0,0,0,0,0,0,0,0
Warner,Finland,Lakkasuo,BF-57 (LK),61.7833,24.2943,12,3.9,0,0.5,0,0,0,0,0,0,9.6,1,0,0,0,0,5.3,0,0,1,0,0,0,0,0,0,0.5,1.9,0,0,11.1,3.4,0,0,0,1.4,0,48.6,0,0,13,0,0,0,0,0,0,0,2.9
Warner,Finland,Lakkasuo,BF-78 (LK),61.7833,24.2943,12,4,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,31.2,0,0,41.3,0,0,0,0,0,0,0,1.8
Swindles,N. Ireland,Moninea,MO5,54.1417,-7.5425,12,3.9,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,5.2,0,0,19.6,0,0,0,0,3.5,0,5.2,0.6,0,1.7,7.5,0,0,0,0,6.9,4,2.9,0,0,11.5,0,0,0,0,0,0,0,15
Payne,Scotland,Moidach More,MOMO58,57.4487,-3.6346,12,4.7,0,6.9,0,0,0,0,1.5,0,9.9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0.8,20.6,8.4,0,0,0,0,0,1.5,0,0,35.9,0,0,0.8,0,0,0,0,0
Mallon,Sweden,South,S3_4,57.1747,12.6342,12,4.2,0,0.6,0,0,0,0,0.6,0,9.9,4.4,0,0,0,0,3.9,0.6,0,1.1,0,0,0,0,0,0,20.4,3.9,0,0,3.9,10.5,1.1,0,0,2.2,0,4.4,2.8,0,27.6,0,0,0,0,0,0,0,0
Mallon,Sweden,South,S7_13,57.1725,12.7125,12,4.2,0,0,0,0,0,0,4.6,0,11.8,2,0,0,0,0,3.9,0.7,0,0,0,0,0,0,0,0,4.6,2,0,0,3.9,44.4,0,0,0,0,0,5.2,2.6,0,13.1,0.7,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO31,57.4487,-3.6346,12,4.7,0,0,0,0,0,0,7.8,0,17.1,3.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2,0,0,3.1,13.2,1.6,0,0,0,0,0,0.8,0,0,17.8,0,0,0.8,1.6,0,2.3,0,0
Payne,Scotland,Moidach More,MOMO94,57.4487,-3.6346,12,5.3,0,0,0,0,0,0,11.6,0,7.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0.6,25.2,12.9,0,0,0,0,0,0,0,0,22.6,0,0,0,3.9,0,0,0,0
Lamentowicz,Poland,Mechacz,MECH14,54.3307,22.4422,12,NA,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,8.4,0,8.4,0,0,0,0,0,0,0,10.1,5,6.7,0,0,38.7,0.8,0,0,0,0,1.7,0,0,12.6,0,0,5.9,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO27,57.4487,-3.6346,12,4.8,0,2.2,0,0,0,0,17.3,0,14.4,7.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,2.2,13.7,6.5,0,0,0,0,0,0.7,0,0,12.2,0,0,0,0.7,0,0,0,0
Lamentowicz,Poland,Sk?rki,SK?,53.1852,16.9108,12,3.9,0,0,5.8,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,0,1.2,0,0,35.8,4,0,0,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO37,57.4487,-3.6346,12,4.5,0,3.2,0,0,0,0,12.1,0,7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,8.3,42.7,0,0,0,0,0,0,0,0,8.9,0,0,0,3.2,0,1.9,0,0
Lamentowicz,Switzerland,Inn Fen,83,46.4078,9.7027,12,NA,0,2.4,0,0,0,0,0,0,0,0,0,0,4.8,0,29.9,1.8,0,1.8,0,0,0,0,0,0,1.2,26.9,1.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0
Payne,Scotland,Moidach More,MOMO127,57.4487,-3.6346,12,4.7,0,18.8,0,0,0,0,30.5,0,21.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,7.8,3.9,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0
Warner,Finland,Laaviosuo,BF-81 (LS),61.0348,23.9423,12,3.8,0,0,0,0,4.2,0,15.5,0,19,9.9,0,0,0,0,7.7,0,0,2.8,0,0,0,0,0,0,7,2.1,0,0,2.1,0,0.7,0,0,0,0,16.9,0,0,12,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO57,57.4487,-3.6346,12,4.8,0,12.5,0,0,0,0,30.9,0,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,4.6,25.7,0,0,0,0,0,0,0,0,7.9,0,0,0,1.3,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-9,62.785,30.9481,12,4.5,0,15.7,0,0,0,0,8.7,0,4.7,0.8,0.8,0,0,0,1.6,0,0,10.2,0,0,0,1.6,0,0,5.5,0,2.4,0,0,10.2,25.2,0,0.8,0,0,0.8,0,0,11,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO74,57.4487,-3.6346,12,4.8,0,0,0,0,0,0,35,0,4.2,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,5.6,19.6,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO64,57.4487,-3.6346,12,4.8,0,0,0,0,0,0,36.4,0,8.6,4.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,19.3,19.3,0,0,0,0,0,0,0,0,3.6,0,0,0,1.4,0,0,0,0
Lamentowicz,Poland,G?zwa,GAZ8,53.8732,21.2232,12,NA,0,10.5,13.3,0,0,0,16.8,0,2.1,0.7,4.9,0,0,0,0,0,4.9,0,0,0,0,0,0,0,10.5,0.7,0,0,0,1.4,23.8,0,0,0,0,3.5,0,0,7,0,0,0,0,0,0,0,0
Mazei,Russia,Penza-19,p-3-1,53.3037,45.1366,12,4.1,0,0.5,0,0,0,0,7.4,0,4.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.6,43.1,0,0,16.8,13.7,0,0,0,0,1,0,0,1.5,0,0,7.5,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 21,60.7837,22.7874,12,NA,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.3,0,4.7,0,0,40.8,18.3,0,0,0,0,3.8,0,0,1.4,0,0,5.2,0,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-6,62.785,30.9481,12,4.7,0,5.1,0,0,0,0,4.5,0,15.2,2,0.5,0,0,0,2.5,0,0,2.5,0,0,0,5.1,0,0,3,0,4.5,0,0,28.8,8.6,0,0,0.5,0,4.5,0,0,7.1,0,0,5.6,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO126,57.4487,-3.6346,12,4.6,0,4.1,0,0,0,0,42.6,0,18.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,7.1,0.6,15.4,0,0,0,1.2,0,0,0,2.4,0,0,0,0,0,0,0,0
Lamentowicz,Switzerland,Lej de Staz,47,46.4972,9.8694,12,5.2,0,0.6,0,0,0,0,15.6,1.1,8.3,0,0,0,0.6,0,0.6,0,0,1.7,0,0,0,0,0,0,1.1,0,2.8,8.3,0,0,52.8,0,1.1,0,0,0,0,2.2,1.7,1.1,0,0,0,0,0,0.6,0
Mazei,Russia,Karelia-31,k-3-2,66.5225,32.9491,12,4.6,0,2,0,0,0,1.1,22.1,0,6.3,0.5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.4,0,11.2,0,0,8.7,44,0,0,2.9,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN8,53.1875,18.3096,12,NA,0.5,2.1,0.5,0,0,0,30.4,0,0.5,0,0,0,0,0,0.5,0,0,3.1,0,0,0,0,0,0,12,0.5,0,0,0,15.2,22.5,0,0,0,0,6.8,0,0,2.6,0,0,2.6,0,0,0,0,0
Mazei,Russia,Karelia-32,k-3-3,66.5225,32.9491,12,4.6,0,1.3,0,0,0,0,33.2,0,0.6,0.8,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.2,0,5.3,0,1.1,26.3,20.4,0.2,0,5.1,0,2.6,0,0,0.6,0,0,0,0,0,0,0,0.4
Mitchell,Finland,Salmisuo Mire,FIN-14,62.785,30.9481,12,4.4,0,4.3,0,0,0,0,5.8,0,8,1.4,2.9,0,0,0,0.7,0,0,23.9,0,0,0,4.3,0,0,3.6,0.7,2.9,0,0,9.4,14.5,0,0,2.9,0,0.7,0,0,9.4,0,0,4.3,0,0,0,0,0
Lamentowicz,Switzerland,Maloja Fen,93,46.4053,9.69,12,4.2,0,6.6,0,0,0,0,27.3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2.7,2.2,1.6,0.5,0,0,12.6,0,0,0,0,3.8,0,0,6,0,0,23.5,0,0,0.5,0.5,0
Mitchell,Finland,Salmisuo Mire,FIN-5,62.785,30.9481,12,4.3,0,1.5,0,0,0,0,9.7,0,4.1,2.1,0,0.5,0,0,0,0,0,4.1,0,0,0,6.2,0,0.5,7.2,2.1,10.8,0,0,19.5,17.4,0,0,1,0,5.6,0,0,4.1,0,0,3.6,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S3,68.3563,19.0477,12,3.1,0,0,0,0,0,0,62.9,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,7.6,0,0,0,0,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-11,62.785,30.9481,12,4.4,0,1.2,0,0,0,0,12.8,0,3.5,0.8,0.4,0.8,0,0,2.7,0,0,5.8,0,0,0,7.8,0,0,4.3,0.8,5.4,0,0,15.5,13.2,0,0.4,1.2,0,5.8,0,0,8.9,0,0,8.1,0.8,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-13,62.785,30.9481,12,4.4,0,2.7,0,0,0,0,4.9,0,1.6,1.1,0.5,0,0,0,1.1,0,0,15.3,0,0,0,9.3,0,0,10.4,0,10.9,0,0,12.6,13.7,0,0,0.5,0,0,0,0,4.9,0,0,9.8,0,0,0,0,0.5
Lamentowicz,Poland,St??ka,STAZ08,54.4241,18.0854,12,NA,0,0,0,0,0,0,78.6,0,5.7,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,3.8,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN34,53.1875,18.3096,12,NA,0,0,52,0,0,0,0,0.6,4.1,0,0,0,0,0,2.3,0,0,2.3,0,0,0,0,0,0,35.1,1.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
Mitchell,Finland,Salmisuo Mire,FIN-7,62.785,30.9481,12,4.6,0,4.4,0,0,0,0,10.3,0,2.9,2.2,1.5,0,0,0,0.7,0,0,5.1,0,0,0,11,0,0,2.9,0.7,4.4,0,0,16.2,25,0,0.7,0,0,1.5,0,0,4.4,0,0,5.9,0,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-12,62.785,30.9481,12,4.5,0,9.4,0,0,0,0,8.1,0,6.7,4,0,0,0,0,0.7,0,0,13.4,0,0,0,15.4,0,0,8.7,1.3,8.1,0,0,2.7,8.1,0,0.7,0,0,2,0,0,3.4,0,0,7.4,0,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-8,62.785,30.9481,12,4.5,0,6.4,0,0,0,0,21.9,0,3.7,1.1,3.2,0,0,0,1.6,0,0,10.7,0,0,0,14.4,0,0,9.1,3.2,1.6,0,0,7.5,7,0,0,0.5,0,0.5,0,0,2.1,0,0,2.7,2.7,0,0,0,0
Mitchell,Finland,Salmisuo Mire,FIN-10,62.785,30.9481,12,4.5,0,6.7,0,0,0,0,7.5,0,5,0.8,0,0,0,0,0,0,0,10,0,0,0,19.2,0,0.8,6.7,0,0.8,0,0,9.2,14.2,0,0,0,0,5.8,0,0,11.7,0,0,1.7,0,0,0,0,0
Mitchell,Switzerland,Le Cachot,S 12    ,47.0057,6.6652,12,4.1,11.2,1.1,0,0,0,0,2.7,0,1.1,0,0,7,1.1,0,0.5,0,0,0,2.7,0,0,0,0,0,10.7,0,2.1,0,0,9.6,5.3,0,2.7,0.5,0,8.6,0,3.2,8.6,0,0,21.4,0,0,0,0,0
Lamentowicz,Poland,S?owi?skie B?oto,S?7,54.3624,16.4815,12,3.7,0,0,31.1,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,1.2,5.5,0,0,2.4,0,0,17.1,0.6,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Mechacz,MECH10,54.3307,22.4422,12.5,NA,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,9.7,0,11.8,0,0,0,0,0,0,0,2.8,1.4,0,0,0,38.2,25.7,0,0,0,0,2.8,0,0,4.2,0,0,2.8,0,0,0,0,0
Lamentowicz,Poland,Okoniny,OK02,53.674,18.0766,12.5,3.5,0,0,0,0,0,0,0,0,10.7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,19.7,0,0,51.1,0,0,0,0,0,0.6,0,0,5.1,0,0,3.4,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S5,68.3563,19.0477,13,3.3,0,0,0,0,0,0,0,0,17.8,0.7,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2.7,22.6,0,0,0,0,0.7,0,0,0,0,24.7,0,0,28.1,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC35,56.4517,-5.393,13,5.3,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,5.8,0,8.1,0,0,0,0,3.5,0,0,0,1.2,0,0,25.6,0,0,0,0,0,0,0,0
Warner,Finland,Kaurastensuo,BF-02 (KS),61.0319,24.9839,13,3.9,0,0.9,0,0,0,0,0,0,24.1,0.9,0,0,0,0,17.9,0,0,5.4,0,0,0,0,0,0,33,0,0,0,4.5,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,6.3
Lamentowicz,Switzerland,Mauntschas,28,46.4575,9.8561,13,4.3,0,0,0,0,0,0,0,1.1,29.6,0,0,0,1.1,0,24.2,0,0,1.1,0,0,0,0,0.5,0,0.5,5.4,0,3.8,0,0,0,0,0,0,0,1.6,0,0,20.4,0,0,0,0,0,0,10.8,0
Payne,Scotland,Moidach More,MOMO60,57.4487,-3.6346,13,4.6,0,0,0,0,0,0,0,0,22.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1.8,18.6,0,0,0,0,0,0,13.3,0,0,13.3,0,0,0,1.8,0,0.9,0,0
Payne,Scotland,Moidach More,MOMO29,57.4487,-3.6346,13,4.9,0,3.4,0,0,0,0,4.3,0,32.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,3.4,5.2,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0.9,0,0
Payne,Scotland,Moidach More,MOMO46,57.4487,-3.6346,13,4.3,0,1.6,0,0,0,0,2.3,0,31,0.8,1.6,0,0,0,0,0,0,0.8,0,0,0,0,0,0,31.8,0,0,0,3.9,23.3,0,0,0,0,0,0.8,0,0,2.3,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N5_5,59.8728,12.3053,13,3.5,0.7,0,0,0,0,0,0.7,0,23.6,2.1,0,0,0,0,4.3,10.7,0,0.7,0,0,0,0,0,0.7,12.9,0,0,0,5.7,19.3,0,0,0,0,0,14.3,0,0,2.9,0,0,0,0,0,0,0,1.4
Payne,Scotland,Moidach More,MOMO28,57.4487,-3.6346,13,4.4,0,0,0,0,0,0,1.7,0,19.7,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3,0,0,0,13.7,0.9,0,0,0,0,0,1.7,0,0,9.4,0,0,0,3.4,0,1.7,0,0
Payne,Scotland,Moidach More,MOMO30,57.4487,-3.6346,13,4.3,0,0,0,0,0,0,0,0,17,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,4.5,10.2,2.3,1.1,0,0,0,0,3.4,0,0,15.9,0,0,0,3.4,0,3.4,0,0
Payne,Scotland,Moidach More,MOMO40,57.4487,-3.6346,13,4.3,0,2.6,0,0,0,0,1.7,0,12.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,1.7,23.3,1.7,0,0,0,0,0,0,0,0,18.1,0,0,0,4.3,0,1.7,0,0
Charman,Denmark,Lille Vildmose,DK 15,56.8526,10.1735,13,NA,0,2.7,0,0,0,0,0.7,0,15.5,7.4,0,0,0,0,2.7,0,0,3.4,0,0,0,0,0,0,29.1,0.7,0,0,0.7,18.2,6.8,0,0,0,0,1.4,0,0,10.8,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO50,57.4487,-3.6346,13,4.3,0,1.7,0,0,0,0,7.8,0,12.2,6.1,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,28.7,0,0,1.7,26.1,0,0,0,0,0,0,0.9,0,0,6.1,0,0,0,3.5,0,2.6,0,0.9
Payne,Scotland,Moss of Achnacree,MAC11,56.4517,-5.393,13,5,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,8,0,0,0,0,27,0,3,0,12,0,0,0,0,8,0,0,0,2,0,0,20,0,0,0,0,0,0,0,8
Payne,Scotland,Moidach More,MOMO39,57.4487,-3.6346,13,4.7,0,5.5,0,0,0,0,8.7,0,7.9,2.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,1.6,5.5,12.6,11.8,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO12,57.4487,-3.6346,13,4.6,0,1.5,0,0,0,0,7.4,0,20.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,11.8,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,10.3,0,0
Payne,Scotland,Moidach More,MOMO36,57.4487,-3.6346,13,4.9,0.7,4.6,0,0,0,0,7.2,0,9.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,11.8,15.8,0,0,0,0,2,0,0,0,10.5,0,0,0,7.9,0,0,0,0
Payne,Scotland,Moidach More,MOMO16,57.4487,-3.6346,13,4.5,0,0,0,0,0,0,21.6,0,20.7,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,6.3,5.4,5.4,0,0,0,0,0,0,0,0,16.2,0,0,0,0.9,0,0,0,0
Lamentowicz,Poland,Chlebowo,CHL8,52.7364,16.7569,13,4.1,0,0,0,0,0,0,0,0,11,0.5,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,1.6,10.4,0,0,0,6.6,54.9,0,0,0,0,7.7,0,0,4.4,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Jeziorki,JEZ,53.1458,16.8594,13,3.8,0,0.6,0,0,0,0,15.3,0,5.1,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,1.7,3.4,0,23.2,13,0,0,2.3,0,11.9,0,0,16.9,0,0,0,0,0,0,0,0
Mitchell,Switzerland,Le Bois des Lattes,S 42    ,46.9729,6.7132,13,4.7,0,5.5,0,0,0,0,0,0,3.4,0,0,19.3,8.3,0,24.1,0,0,0.7,0,0,0,0,2.1,0,6.9,2.8,0,2.1,0,0,0,0,0,0,0,0.7,0,3.4,14.5,0.7,0,0,0,0,2.1,3.4,0
Payne,Scotland,Moidach More,MOMO33,57.4487,-3.6346,13,4.4,0,5.7,0,0,0,0,26.8,0,6.4,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4.5,20.4,0,0,0,0,0,0,0,0,15.9,0,0,0.6,4.5,0,0,0,0
Swindles,N. Ireland,Moninea,MO18,54.1417,-7.5425,13,4,0,0,0,0,0,0,15.6,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.2,0,11.6,0,0,0.6,0.6,38.7,29.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
Lamentowicz,Switzerland,Maloja Fen,94,46.4053,9.69,13,3.9,0,0.6,0,0,0,0,32.8,0,5.6,0,0,0,0,0,3.3,0.6,0,0,0,0,0,0,0,0.6,1.7,2.8,0,0,0,0,20,0,0,0,0,1.1,0,0,31.1,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO21,57.4487,-3.6346,13,4.8,0,5.7,0,0,0,0,36.6,0,13,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,8.9,8.1,0,0,0,0,0,0,0,0,3.3,0,0,0,0.8,0,0,0,0
Lamentowicz,Poland,Linje,LIN43,53.1875,18.3096,13,NA,0,0,0,0,0,0,17.9,0,1.8,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,14.9,0.6,15.5,0,0,3.6,25,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0
Mazei,Russia,Karelia-6,k4-6,66.5251,32.9386,13,4.5,0,1.1,0,0,0,0,42.8,0,0.2,0,0.7,0,0.1,0.2,0,0,0,0.3,0,0,0,0,0,0,0.7,0.2,4.9,0,0,0,17.3,0,0,6.8,0,5.6,0,0.2,18.9,0,0,0,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 3,60.7837,22.7874,13,NA,0,0,0,0,0,0,36.2,0,0.7,0.4,0,0,0,0,0,0,0,3,0,0,0,0,0.4,0,0,0,6.6,0,0,38.4,6.3,0,0,0,0,3.3,0,0,0.4,0,0,4.4,0,0,0,0,0
Mazei,Russia,Karelia-12,k-1-3,66.5227,32.9185,13,5.3,0,1.2,0,0,0,0,47.6,0,0.7,0,0.9,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,4.7,0,0,6.3,29.9,0,0,0.2,0,3.8,0,0,3.8,0,0,0,0,0,0,0,0.2
Mazei,Russia,Penza-26,p-4-2,52.9857,46.4593,13,4.4,0,0,0,0,0,0,0,0,3.8,5.5,0,0.5,0,0,1,0,0,0.1,0,0,0,0,0,0.4,10.2,0,2.4,0,0,20,0.3,0,0,1.5,0,0,0,0,1.8,0,0,52.4,0,0,0.1,0,0
Lamentowicz,Poland,Jedwabna,JB01,52.6144,19.1039,13,4.9,0,0,0,0,0,0,59.2,0,2.9,4.6,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC30,56.4517,-5.393,13.5,5.4,0,0,0,0,0,0,0,0,29.4,1.2,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,62.4,0,0,0,1.2,0,0,0,1.2
Payne,Scotland,Moss of Achnacree,MAC28,56.4517,-5.393,13.5,5.4,0,0,0,0,0,0,0,0,38.1,6.2,0,0,7.2,0,0,0,0,3.1,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,39.2,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC26,56.4517,-5.393,13.5,5.3,0,0,0,0,0,0,0,0,39.6,4.2,0,0,10.4,0,0,0,0,7.3,0,0,0,0,0,0,9.4,0,1,0,0,0,0,0,0,0,0,1,0,0,27.1,0,0,0,0,0,0,0,0
Lamentowicz,Switzerland,Lej Marsch,59,46.4753,9.8197,13.5,4.2,0,1.4,0.5,0,0,0,21.9,0,12.9,11,0,0,0,0,0,0,0,0.5,0,0,0,0,1.4,0,1.9,0,1,2.4,1.4,0,13.8,0,1.4,0,0,3.3,0,0,16.7,0,0,8.1,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO45,57.4487,-3.6346,14,4.6,0,9.7,0,0,0,0,0.7,0,75.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,1.5,0.7,0,0,0,0,0,0,0,0,1.5,0,0,0,0.7,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC12,56.4517,-5.393,14,4.9,0,0,0,0,0,0,0,0,24.2,5.5,0,0,8.8,0,0,0,0,12.1,0,0,0,0,1.1,0,6.6,0,6.6,0,0,0,0,6.6,0,0,0,2.2,0,1.1,20.9,0,0,0,2.2,0,1.1,0,1.1
